age,job,marital,education,default,balance,housing,loan,contact,campaign,pdays,previous,poutcome,y,Age group
32,management,single,tertiary,0,"$1,756.00",1,0,Null,3,-1,0,Null,0,30-50
31,management,married,tertiary,0,"$4,924.00",1,0,Null,2,-1,0,Null,0,30-50
32,technician,married,secondary,0,"$4,174.00",1,0,Null,2,-1,0,Null,0,30-50
34,blue-collar,married,secondary,0,$360.00,1,0,Null,2,-1,0,Null,0,30-50
32,services,married,secondary,0,$255.00,1,1,Null,2,-1,0,Null,0,30-50
34,technician,divorced,primary,0,"$3,744.00",1,0,Null,2,-1,0,Null,0,30-50
37,management,married,tertiary,0,"$2,205.00",0,0,Null,4,-1,0,Null,0,30-50
31,technician,married,secondary,0,$510.00,1,0,Null,3,-1,0,Null,0,30-50
30,blue-collar,married,unknown,0,$198.00,1,0,Null,3,-1,0,Null,0,30-50
31,management,single,tertiary,0,"$24,870.00",1,0,Null,2,-1,0,Null,0,30-50
32,blue-collar,married,secondary,0,$43.00,1,0,Null,2,-1,0,Null,0,30-50
33,admin.,single,secondary,0,"$1,779.00",1,0,Null,2,-1,0,Null,0,30-50
31,technician,married,secondary,0,$589.00,1,1,Null,1,-1,0,Null,0,30-50
31,blue-collar,married,secondary,0,$664.00,1,1,Null,3,-1,0,Null,0,30-50
28,services,single,secondary,0,$115.00,1,0,Null,13,-1,0,Null,0,Under 30
36,entrepreneur,married,secondary,0,$352.00,1,0,Null,2,-1,0,Null,0,30-50
38,blue-collar,single,secondary,0,$745.00,1,0,Null,15,-1,0,Null,0,30-50
31,admin.,single,secondary,0,"$5,527.00",1,0,Null,1,-1,0,Null,0,30-50
31,services,single,secondary,0,$629.00,1,0,Null,2,-1,0,Null,0,30-50
36,blue-collar,married,secondary,0,$342.00,1,1,Null,3,-1,0,Null,0,30-50
37,technician,single,secondary,0,"$3,326.00",1,0,Null,1,-1,0,Null,1,30-50
36,admin.,divorced,secondary,1,-$491.00,1,1,Null,3,-1,0,Null,0,30-50
31,blue-collar,single,secondary,0,$0.00,1,0,Null,9,-1,0,Null,0,30-50
34,services,married,secondary,0,$286.00,1,0,Null,1,-1,0,Null,0,30-50
34,management,married,tertiary,0,"$4,170.00",1,0,Null,1,-1,0,Null,0,30-50
32,admin.,married,secondary,0,$76.00,1,0,Null,2,-1,0,Null,0,30-50
31,admin.,single,tertiary,0,-$194.00,0,0,Null,2,-1,0,Null,0,30-50
33,admin.,married,secondary,0,"$1,499.00",1,0,Null,2,-1,0,Null,0,30-50
34,blue-collar,single,primary,0,$245.00,1,0,Null,3,-1,0,Null,0,30-50
35,blue-collar,single,primary,0,$49.00,1,0,Null,2,-1,0,Null,0,30-50
30,technician,married,secondary,0,"$4,733.00",1,0,Null,2,-1,0,Null,0,30-50
36,blue-collar,married,primary,0,$0.00,1,0,Null,2,-1,0,Null,0,30-50
26,management,single,tertiary,0,"$1,284.00",1,0,Null,8,-1,0,Null,0,Under 30
44,retired,married,primary,0,$779.00,1,0,Null,3,-1,0,Null,0,30-50
23,blue-collar,single,primary,0,$965.00,1,0,Null,4,-1,0,Null,0,Under 30
36,blue-collar,divorced,secondary,0,$625.00,1,0,Null,2,-1,0,Null,0,30-50
39,blue-collar,married,primary,0,$568.00,1,0,Null,3,-1,0,Null,0,30-50
49,blue-collar,married,secondary,0,$913.00,1,1,Null,3,-1,0,Null,0,30-50
38,blue-collar,married,secondary,0,$622.00,1,0,Null,2,-1,0,Null,1,30-50
51,management,married,secondary,0,$140.00,1,0,Null,10,-1,0,Null,0,Above 50
25,services,single,secondary,0,-$61.00,1,0,Null,2,-1,0,Null,0,Under 30
39,technician,married,secondary,0,"$4,441.00",1,0,Null,2,-1,0,Null,0,30-50
31,blue-collar,married,secondary,0,"$1,138.00",1,1,Null,3,-1,0,Null,0,30-50
37,management,married,tertiary,0,$0.00,1,1,Null,5,-1,0,Null,0,30-50
27,technician,married,secondary,0,-$147.00,1,1,Null,4,-1,0,Null,0,Under 30
32,blue-collar,married,primary,0,$159.00,1,0,Null,3,-1,0,Null,0,30-50
34,blue-collar,married,primary,0,$336.00,1,0,Null,4,-1,0,Null,0,30-50
46,blue-collar,married,secondary,0,"$2,173.00",1,0,Null,5,-1,0,Null,0,30-50
37,blue-collar,married,primary,0,"$1,455.00",1,0,Null,2,-1,0,Null,0,30-50
36,blue-collar,married,secondary,0,$439.00,1,0,Null,5,-1,0,Null,0,30-50
32,blue-collar,married,secondary,0,$783.00,1,0,Null,3,-1,0,Null,1,30-50
31,blue-collar,single,primary,0,-$280.00,0,0,Null,3,-1,0,Null,0,30-50
53,blue-collar,married,secondary,0,"$1,023.00",1,0,Null,3,-1,0,Null,0,Above 50
33,technician,divorced,secondary,0,"$4,369.00",1,0,Null,3,-1,0,Null,0,30-50
30,blue-collar,single,secondary,0,$144.00,1,0,Null,3,-1,0,Null,0,30-50
31,housemaid,single,secondary,0,$540.00,0,0,Null,3,-1,0,Null,0,30-50
38,blue-collar,single,primary,0,-$5.00,1,0,Null,12,-1,0,Null,0,30-50
30,blue-collar,single,secondary,0,$906.00,1,1,Null,7,-1,0,Null,0,30-50
49,blue-collar,married,secondary,0,"$1,568.00",0,0,Null,6,-1,0,Null,0,30-50
44,blue-collar,married,primary,0,$858.00,1,0,Null,5,-1,0,Null,0,30-50
32,management,married,tertiary,0,"$3,696.00",0,0,Null,3,-1,0,Null,0,30-50
56,admin.,married,secondary,0,"$3,784.00",0,0,Null,6,-1,0,Null,0,Above 50
34,entrepreneur,married,secondary,0,"$3,119.00",1,0,Null,4,-1,0,Null,0,30-50
27,blue-collar,single,primary,0,"$1,518.00",1,0,Null,3,-1,0,Null,0,Under 30
47,services,married,unknown,0,"$4,822.00",1,0,Null,5,-1,0,Null,0,30-50
35,services,married,secondary,0,$0.00,1,0,Null,5,-1,0,Null,0,30-50
40,management,single,tertiary,0,"$1,393.00",1,0,Null,8,-1,0,Null,0,30-50
30,blue-collar,married,primary,0,"$1,023.00",1,0,Null,3,-1,0,Null,0,30-50
48,management,married,tertiary,0,"$4,191.00",0,0,Null,6,-1,0,Null,0,30-50
39,unemployed,single,secondary,0,"$2,645.00",1,0,Null,3,-1,0,Null,0,30-50
33,blue-collar,married,secondary,0,$0.00,1,0,Null,3,-1,0,Null,1,30-50
38,blue-collar,married,secondary,0,$776.00,1,0,Null,2,-1,0,Null,0,30-50
33,blue-collar,married,primary,0,"$1,165.00",1,0,Null,2,-1,0,Null,0,30-50
37,management,married,tertiary,0,$412.00,1,0,Null,4,-1,0,Null,0,30-50
57,management,divorced,tertiary,0,$461.00,1,0,Null,10,-1,0,Null,0,Above 50
36,blue-collar,married,primary,0,-$402.00,0,0,Null,6,-1,0,Null,0,30-50
37,management,married,tertiary,0,"$1,813.00",1,0,Null,4,-1,0,Null,0,30-50
32,management,single,tertiary,0,"$1,169.00",1,0,Null,2,-1,0,Null,0,30-50
26,entrepreneur,single,secondary,0,$0.00,1,0,Null,10,-1,0,Null,0,Under 30
33,blue-collar,married,primary,0,$511.00,1,0,Null,2,-1,0,Null,0,30-50
46,blue-collar,married,primary,0,$328.00,1,0,Null,8,-1,0,Null,0,30-50
27,services,single,secondary,0,$259.00,1,0,Null,10,-1,0,Null,0,Under 30
52,blue-collar,married,primary,0,$126.00,0,0,Null,4,-1,0,Null,0,Above 50
36,technician,married,secondary,0,"$5,902.00",1,0,Null,4,-1,0,Null,0,30-50
33,management,married,tertiary,0,$10.00,1,0,Null,5,-1,0,Null,0,30-50
35,management,single,tertiary,0,"$3,137.00",1,0,Null,3,-1,0,Null,0,30-50
35,admin.,married,secondary,0,"$2,238.00",1,0,Null,3,-1,0,Null,0,30-50
28,self-employed,single,secondary,0,$131.00,1,0,Null,14,-1,0,Null,0,Under 30
35,blue-collar,single,secondary,0,$773.00,1,0,Null,2,-1,0,Null,0,30-50
30,services,single,secondary,0,$399.00,1,1,Null,3,-1,0,Null,0,30-50
52,management,married,secondary,0,$173.00,0,0,Null,5,-1,0,Null,0,Above 50
36,blue-collar,single,secondary,0,$690.00,1,0,Null,2,-1,0,Null,0,30-50
39,services,married,primary,0,"$1,601.00",1,0,Null,2,-1,0,Null,0,30-50
39,blue-collar,married,secondary,0,$439.00,1,0,Null,3,-1,0,Null,0,30-50
33,management,married,secondary,0,"$3,132.00",1,0,Null,5,-1,0,Null,0,30-50
32,services,single,secondary,0,-$408.00,1,0,Null,2,-1,0,Null,0,30-50
29,admin.,married,secondary,0,$265.00,1,0,Null,2,-1,0,Null,0,Under 30
37,technician,single,secondary,0,$363.00,1,0,Null,3,-1,0,Null,0,30-50
43,technician,married,secondary,0,"$8,541.00",1,0,Null,9,-1,0,Null,0,30-50
33,technician,single,secondary,0,$486.00,1,0,Null,2,-1,0,Null,0,30-50
33,technician,single,tertiary,0,$594.00,1,1,Null,1,-1,0,Null,0,30-50
32,blue-collar,married,secondary,1,$98.00,0,1,Null,1,-1,0,Null,0,30-50
54,blue-collar,divorced,secondary,0,$462.00,1,0,Null,3,-1,0,Null,0,Above 50
33,blue-collar,single,secondary,0,$372.00,1,0,Null,1,-1,0,Null,0,30-50
33,admin.,single,secondary,0,"$1,221.00",1,0,Null,1,-1,0,Null,0,30-50
38,self-employed,single,tertiary,0,$917.00,1,0,Null,1,-1,0,Null,0,30-50
34,management,single,tertiary,0,$0.00,1,0,Null,1,-1,0,Null,0,30-50
33,technician,married,secondary,0,$884.00,1,0,Null,1,-1,0,Null,0,30-50
32,technician,married,secondary,0,$587.00,1,0,Null,1,-1,0,Null,0,30-50
31,self-employed,single,tertiary,0,$91.00,0,0,Null,1,-1,0,Null,0,30-50
33,entrepreneur,married,primary,0,$165.00,1,0,Null,1,-1,0,Null,0,30-50
34,technician,married,secondary,0,$456.00,1,0,Null,1,-1,0,Null,0,30-50
35,blue-collar,married,primary,0,$994.00,1,0,Null,8,-1,0,Null,1,30-50
31,technician,single,tertiary,0,"$1,710.00",1,0,Null,1,-1,0,Null,0,30-50
33,blue-collar,married,secondary,0,"$1,138.00",1,1,Null,1,-1,0,Null,0,30-50
31,blue-collar,married,secondary,0,$360.00,1,0,Null,1,-1,0,Null,0,30-50
32,management,married,tertiary,0,"$2,737.00",1,1,Null,1,-1,0,Null,0,30-50
36,management,married,tertiary,0,"$8,564.00",1,0,Null,1,-1,0,Null,0,30-50
30,blue-collar,single,secondary,0,$435.00,1,1,Null,1,-1,0,Null,0,30-50
43,technician,single,tertiary,0,"$4,243.00",1,0,Null,10,-1,0,Null,0,30-50
55,blue-collar,married,secondary,0,$989.00,1,1,Null,4,-1,0,Null,0,Above 50
31,technician,single,secondary,0,"$1,186.00",1,0,Null,1,-1,0,Null,0,30-50
32,blue-collar,married,primary,0,"$1,261.00",1,0,Null,1,-1,0,Null,0,30-50
33,blue-collar,married,secondary,0,$25.00,1,0,Null,3,-1,0,Null,0,30-50
31,blue-collar,married,primary,0,$206.00,1,0,Null,1,-1,0,Null,0,30-50
35,technician,single,secondary,0,"$11,423.00",1,0,Null,1,-1,0,Null,0,30-50
30,blue-collar,married,primary,0,$184.00,1,0,Null,1,-1,0,Null,0,30-50
35,self-employed,divorced,tertiary,0,"$1,354.00",1,0,Null,2,-1,0,Null,1,30-50
29,self-employed,married,tertiary,0,$751.00,1,0,Null,2,-1,0,Null,0,Under 30
36,blue-collar,married,primary,0,$711.00,1,0,Null,2,-1,0,Null,0,30-50
37,blue-collar,married,secondary,0,$453.00,1,1,Null,1,-1,0,Null,0,30-50
32,technician,married,tertiary,0,"$1,129.00",1,0,Null,1,-1,0,Null,0,30-50
33,entrepreneur,married,primary,0,$237.00,1,0,Null,1,-1,0,Null,0,30-50
34,services,single,secondary,0,"$1,239.00",1,0,Null,1,-1,0,Null,0,30-50
37,technician,married,secondary,0,$0.00,1,0,Null,6,-1,0,Null,0,30-50
33,blue-collar,married,primary,0,$392.00,1,0,Null,1,-1,0,Null,0,30-50
34,blue-collar,married,primary,0,"$2,490.00",1,0,Null,1,-1,0,Null,0,30-50
37,technician,single,secondary,0,"$6,714.00",1,0,Null,1,-1,0,Null,0,30-50
31,blue-collar,married,secondary,0,$873.00,1,0,Null,4,-1,0,Null,0,30-50
34,technician,married,secondary,0,"$1,464.00",1,0,Null,1,-1,0,Null,0,30-50
35,blue-collar,single,primary,0,$90.00,1,0,Null,1,-1,0,Null,0,30-50
31,blue-collar,married,secondary,0,$714.00,1,0,Null,1,-1,0,Null,0,30-50
33,blue-collar,married,primary,0,$463.00,1,0,Null,1,-1,0,Null,0,30-50
40,self-employed,married,secondary,0,"$1,516.00",1,1,Null,1,-1,0,Null,0,30-50
31,blue-collar,single,secondary,0,$509.00,1,0,Null,1,-1,0,Null,0,30-50
30,technician,married,secondary,0,$207.00,1,0,Null,2,-1,0,Null,0,30-50
30,management,single,tertiary,0,"$3,967.00",1,0,Null,1,-1,0,Null,0,30-50
37,blue-collar,married,primary,0,"$3,517.00",1,0,Null,1,-1,0,Null,0,30-50
38,services,married,secondary,0,$435.00,1,0,Null,2,-1,0,Null,0,30-50
33,blue-collar,married,secondary,0,"$6,227.00",1,0,Null,2,-1,0,Null,0,30-50
34,technician,married,secondary,0,"$1,092.00",0,0,Null,1,-1,0,Null,0,30-50
35,services,divorced,secondary,0,$394.00,1,0,Null,1,-1,0,Null,0,30-50
30,blue-collar,single,secondary,0,$239.00,1,0,Null,1,-1,0,Null,1,30-50
40,blue-collar,married,primary,1,-$509.00,1,0,Null,1,-1,0,Null,0,30-50
31,services,single,secondary,0,-$32.00,1,0,Null,1,-1,0,Null,0,30-50
32,management,single,tertiary,0,"$11,315.00",0,0,Null,1,-1,0,Null,0,30-50
31,services,married,secondary,0,"$1,273.00",1,0,Null,1,-1,0,Null,0,30-50
30,services,single,secondary,0,"$1,649.00",1,0,Null,1,-1,0,Null,0,30-50
34,services,single,secondary,0,$84.00,1,0,Null,1,-1,0,Null,0,30-50
30,blue-collar,married,secondary,0,$278.00,1,1,Null,1,-1,0,Null,1,30-50
32,services,single,secondary,0,"$2,459.00",1,1,Null,1,-1,0,Null,0,30-50
31,technician,married,secondary,0,"$4,941.00",1,0,Null,1,-1,0,Null,0,30-50
34,blue-collar,divorced,secondary,0,"$3,798.00",1,0,Null,1,-1,0,Null,0,30-50
30,blue-collar,married,primary,0,$597.00,1,0,Null,1,-1,0,Null,0,30-50
32,management,single,secondary,0,-$32.00,1,0,Null,1,-1,0,Null,0,30-50
37,admin.,married,secondary,0,$525.00,1,0,Null,1,-1,0,Null,0,30-50
33,self-employed,married,tertiary,0,$416.00,1,1,Null,1,-1,0,Null,0,30-50
31,admin.,single,secondary,0,$680.00,1,0,Null,1,-1,0,Null,0,30-50
37,admin.,divorced,tertiary,0,"$4,303.00",1,0,Null,1,-1,0,Null,0,30-50
32,management,single,tertiary,0,"$3,050.00",1,0,Null,1,-1,0,Null,0,30-50
34,blue-collar,married,secondary,0,$750.00,1,0,Null,1,-1,0,Null,0,30-50
34,admin.,single,secondary,0,"$5,547.00",1,0,Null,1,-1,0,Null,0,30-50
35,management,single,tertiary,0,$643.00,1,0,Null,1,-1,0,Null,0,30-50
33,technician,divorced,tertiary,0,-$386.00,1,0,Null,1,-1,0,Null,0,30-50
31,management,married,tertiary,0,"$5,889.00",1,0,Null,1,-1,0,Null,0,30-50
32,services,married,secondary,0,$207.00,1,0,Null,1,-1,0,Null,0,30-50
32,student,single,secondary,0,"$1,883.00",1,0,Null,1,-1,0,Null,0,30-50
32,blue-collar,married,primary,0,$697.00,1,0,Null,1,-1,0,Null,0,30-50
31,self-employed,single,tertiary,0,"$14,692.00",1,0,Null,1,-1,0,Null,0,30-50
30,blue-collar,married,primary,0,$595.00,1,0,Null,1,-1,0,Null,0,30-50
30,management,single,tertiary,0,"$1,243.00",1,0,Null,1,-1,0,Null,0,30-50
41,self-employed,married,tertiary,0,-$326.00,1,1,Null,2,-1,0,Null,0,30-50
33,management,married,tertiary,0,"$17,946.00",1,0,Null,1,-1,0,Null,0,30-50
34,admin.,divorced,secondary,0,"$2,144.00",1,0,Null,1,-1,0,Null,0,30-50
39,management,married,secondary,0,"$1,410.00",1,0,Null,1,-1,0,Null,0,30-50
33,management,married,unknown,0,"$18,347.00",1,0,Null,1,-1,0,Null,0,30-50
33,technician,single,secondary,0,$177.00,1,0,Null,1,-1,0,Null,0,30-50
22,blue-collar,single,secondary,0,$0.00,1,0,Null,2,-1,0,Null,0,Under 30
35,technician,married,secondary,0,$291.00,0,0,Null,1,-1,0,Null,0,30-50
34,admin.,single,secondary,0,"$1,880.00",1,0,Null,1,-1,0,Null,0,30-50
31,management,married,tertiary,0,$7.00,1,0,Null,1,-1,0,Null,0,30-50
39,technician,single,tertiary,0,$21.00,1,0,Null,1,-1,0,Null,0,30-50
30,management,single,tertiary,0,$136.00,1,0,Null,1,-1,0,Null,0,30-50
36,technician,single,secondary,0,"$9,068.00",1,0,Null,1,-1,0,Null,0,30-50
31,entrepreneur,single,secondary,0,$159.00,1,0,Null,1,-1,0,Null,0,30-50
42,services,married,primary,0,"$2,557.00",1,0,Null,3,-1,0,Null,0,30-50
39,technician,married,secondary,0,$287.00,1,0,Null,1,-1,0,Null,0,30-50
25,student,single,secondary,0,"$1,765.00",1,0,Null,2,-1,0,Null,0,Under 30
34,blue-collar,married,primary,0,$571.00,1,0,Null,2,-1,0,Null,0,30-50
31,admin.,single,tertiary,0,$0.00,1,1,Null,1,-1,0,Null,0,30-50
35,technician,married,secondary,0,$700.00,1,0,Null,2,-1,0,Null,0,30-50
44,blue-collar,single,unknown,0,$0.00,1,0,Null,4,-1,0,Null,0,30-50
28,blue-collar,married,secondary,0,$59.00,1,1,Null,2,-1,0,Null,0,Under 30
28,technician,single,tertiary,0,$370.00,1,0,Null,5,-1,0,Null,0,Under 30
31,entrepreneur,married,tertiary,0,$0.00,1,0,Null,2,-1,0,Null,0,30-50
32,blue-collar,married,primary,0,$225.00,1,0,Null,1,-1,0,Null,0,30-50
36,admin.,married,secondary,0,-$118.00,1,1,Null,2,-1,0,Null,0,30-50
32,technician,single,tertiary,0,$390.00,1,0,Null,1,-1,0,Null,0,30-50
37,management,single,tertiary,0,"$1,379.00",1,0,Null,3,-1,0,Null,0,30-50
36,blue-collar,single,secondary,0,"$1,168.00",1,0,Null,3,-1,0,Null,0,30-50
41,retired,married,secondary,0,$287.00,0,0,Null,2,-1,0,Null,0,30-50
32,blue-collar,married,secondary,0,"$2,549.00",1,0,Null,3,-1,0,Null,0,30-50
34,admin.,married,secondary,0,$79.00,1,0,Null,1,-1,0,Null,0,30-50
31,management,single,tertiary,0,$0.00,1,0,Null,1,-1,0,Null,0,30-50
32,blue-collar,married,primary,0,$827.00,1,0,Null,2,-1,0,Null,0,30-50
39,management,married,tertiary,0,$12.00,1,0,Null,1,-1,0,Null,0,30-50
36,blue-collar,married,primary,0,$973.00,1,1,Null,1,-1,0,Null,0,30-50
34,housemaid,single,secondary,0,"$1,408.00",1,0,Null,1,-1,0,Null,0,30-50
34,blue-collar,married,secondary,0,"$2,495.00",1,0,Null,1,-1,0,Null,1,30-50
35,management,married,secondary,0,$339.00,1,0,Null,1,-1,0,Null,0,30-50
32,technician,married,secondary,0,$0.00,1,0,Null,2,-1,0,Null,0,30-50
36,blue-collar,married,secondary,0,$520.00,1,0,Null,2,-1,0,Null,0,30-50
40,services,divorced,secondary,0,"$5,745.00",1,1,Null,1,-1,0,Null,0,30-50
36,blue-collar,married,secondary,0,$222.00,1,0,Null,1,-1,0,Null,0,30-50
33,self-employed,married,tertiary,0,-$355.00,1,0,Null,2,-1,0,Null,0,30-50
31,management,divorced,tertiary,0,"$1,804.00",1,0,Null,1,-1,0,Null,0,30-50
30,blue-collar,married,secondary,0,$253.00,1,0,Null,2,-1,0,Null,0,30-50
33,blue-collar,married,secondary,0,$524.00,1,0,Null,2,-1,0,Null,0,30-50
29,admin.,single,secondary,0,$132.00,0,0,Null,3,-1,0,Null,0,Under 30
36,management,divorced,tertiary,1,-$1.00,1,1,Null,1,-1,0,Null,0,30-50
47,technician,married,secondary,0,-$401.00,1,0,Null,1,-1,0,Null,0,30-50
32,blue-collar,married,primary,0,$410.00,1,0,Null,2,-1,0,Null,0,30-50
32,technician,married,secondary,0,"$3,155.00",1,0,Null,3,-1,0,Null,0,30-50
50,technician,married,tertiary,0,$247.00,0,0,Null,1,-1,0,Null,0,30-50
41,management,single,tertiary,0,$16.00,0,0,Null,1,-1,0,Null,0,30-50
29,housemaid,married,secondary,0,$823.00,1,0,Null,2,-1,0,Null,0,Under 30
24,admin.,single,tertiary,0,"$1,141.00",1,0,Null,1,-1,0,Null,0,Under 30
56,blue-collar,married,primary,0,$246.00,1,0,Null,1,-1,0,Null,0,Above 50
55,blue-collar,married,unknown,0,-$102.00,1,0,Null,1,-1,0,Null,0,Above 50
32,management,single,tertiary,0,$151.00,0,0,Null,2,-1,0,Null,0,30-50
32,technician,single,tertiary,0,"$1,212.00",1,0,Null,2,-1,0,Null,0,30-50
56,retired,married,secondary,0,$397.00,1,0,Null,1,-1,0,Null,0,Above 50
32,self-employed,married,primary,0,-$6.00,0,0,Null,2,-1,0,Null,0,30-50
28,blue-collar,single,secondary,0,$56.00,1,0,Null,1,-1,0,Null,0,Under 30
34,blue-collar,single,secondary,0,"$1,156.00",1,0,Null,2,-1,0,Null,0,30-50
36,blue-collar,married,primary,0,-$327.00,1,1,Null,1,-1,0,Null,0,30-50
26,student,single,tertiary,0,"$1,570.00",1,0,Null,1,-1,0,Null,0,Under 30
51,management,divorced,secondary,0,-$175.00,1,1,Null,1,-1,0,Null,0,Above 50
43,technician,divorced,secondary,0,$353.00,1,0,Null,1,-1,0,Null,0,30-50
42,admin.,single,secondary,0,$61.00,1,0,Null,1,-1,0,Null,0,30-50
31,management,single,tertiary,0,"-$1,206.00",1,0,Null,1,-1,0,Null,0,30-50
29,blue-collar,single,secondary,0,$208.00,1,0,Null,1,-1,0,Null,0,Under 30
28,blue-collar,single,secondary,0,$38.00,1,0,Null,1,-1,0,Null,0,Under 30
52,admin.,divorced,secondary,0,-$209.00,1,1,Null,1,-1,0,Null,0,Above 50
44,technician,divorced,unknown,0,$759.00,1,0,Null,1,-1,0,Null,0,30-50
38,blue-collar,married,secondary,0,-$40.00,1,0,Null,1,-1,0,Null,0,30-50
28,blue-collar,married,primary,0,$4.00,1,0,Null,1,-1,0,Null,0,Under 30
24,services,married,secondary,0,$45.00,1,1,Null,1,-1,0,Null,0,Under 30
29,services,married,secondary,0,-$753.00,1,1,Null,1,-1,0,Null,0,Under 30
24,technician,single,secondary,0,$820.00,1,0,Null,1,-1,0,Null,0,Under 30
32,technician,divorced,tertiary,0,$0.00,1,1,Null,1,-1,0,Null,0,30-50
27,blue-collar,single,secondary,0,$672.00,1,0,Null,1,-1,0,Null,0,Under 30
41,technician,married,tertiary,0,-$762.00,1,1,Null,1,-1,0,Null,0,30-50
42,management,single,tertiary,0,$422.00,1,0,Null,2,-1,0,Null,0,30-50
25,blue-collar,married,secondary,0,$51.00,1,0,Null,2,-1,0,Null,0,Under 30
36,admin.,married,secondary,0,"$1,601.00",1,0,Null,3,-1,0,Null,0,30-50
36,blue-collar,divorced,secondary,0,"$2,278.00",1,0,Null,2,-1,0,Null,0,30-50
24,services,married,secondary,1,$110.00,1,0,Null,1,-1,0,Null,0,Under 30
32,technician,single,tertiary,0,$539.00,1,1,Null,2,-1,0,Null,0,30-50
37,admin.,single,secondary,0,-$332.00,1,0,Null,2,-1,0,Null,0,30-50
46,admin.,single,unknown,1,$0.00,0,0,Null,2,-1,0,Null,0,30-50
29,admin.,single,secondary,0,$468.00,1,1,Null,1,-1,0,Null,0,Under 30
43,unemployed,married,primary,0,$240.00,1,0,Null,2,-1,0,Null,0,30-50
30,services,married,secondary,0,$2.00,0,1,Null,3,-1,0,Null,0,30-50
33,services,divorced,secondary,1,$339.00,1,0,Null,4,-1,0,Null,0,30-50
46,management,single,secondary,0,$295.00,1,0,Null,6,-1,0,Null,0,30-50
54,technician,married,secondary,0,"$7,252.00",0,0,Null,2,-1,0,Null,0,Above 50
36,technician,married,secondary,0,"$1,109.00",1,0,Null,5,-1,0,Null,0,30-50
40,management,divorced,tertiary,0,-$319.00,1,0,Null,3,-1,0,Null,0,30-50
34,technician,married,secondary,0,"$5,553.00",1,0,Null,5,-1,0,Null,0,30-50
30,services,single,secondary,0,$187.00,1,0,Null,1,-1,0,Null,0,30-50
30,blue-collar,married,secondary,0,"$2,080.00",1,0,Null,2,-1,0,Null,0,30-50
45,management,married,tertiary,0,-$319.00,1,0,Null,1,-1,0,Null,0,30-50
25,blue-collar,single,primary,0,-$221.00,1,0,Null,1,-1,0,Null,0,Under 30
28,services,married,secondary,0,"$2,114.00",0,1,Null,1,-1,0,Null,0,Under 30
30,blue-collar,single,primary,0,"$4,009.00",1,0,Null,4,-1,0,Null,0,30-50
35,admin.,divorced,secondary,0,$579.00,1,0,Null,3,-1,0,Null,0,30-50
48,technician,married,secondary,0,"$3,142.00",0,0,Null,1,-1,0,Null,0,30-50
35,blue-collar,married,unknown,0,-$205.00,1,0,Null,14,-1,0,Null,0,30-50
30,blue-collar,single,secondary,0,$79.00,0,0,Null,3,-1,0,Null,0,30-50
38,technician,single,secondary,0,-$591.00,1,0,Null,1,-1,0,Null,0,30-50
55,technician,married,tertiary,0,$440.00,0,0,Null,1,-1,0,Null,0,Above 50
32,blue-collar,divorced,unknown,1,-$274.00,1,1,Null,2,-1,0,Null,0,30-50
45,services,married,secondary,0,$0.00,1,1,Null,1,-1,0,Null,0,30-50
35,technician,single,tertiary,0,"$2,043.00",1,1,Null,2,-1,0,Null,0,30-50
30,blue-collar,married,secondary,0,$282.00,1,1,Null,2,-1,0,Null,0,30-50
31,management,single,tertiary,0,-$26.00,1,1,Null,1,-1,0,Null,0,30-50
46,management,married,tertiary,0,-$267.00,0,0,Null,3,-1,0,Null,0,30-50
29,management,single,tertiary,0,$368.00,1,0,Null,1,-1,0,Null,0,Under 30
33,blue-collar,married,secondary,0,$745.00,1,0,Null,4,-1,0,Null,0,30-50
49,management,married,unknown,0,$383.00,1,0,Null,3,-1,0,Null,0,30-50
37,services,divorced,secondary,0,$239.00,1,0,Null,2,-1,0,Null,0,30-50
47,services,married,secondary,0,$382.00,1,0,Null,4,-1,0,Null,0,30-50
39,admin.,divorced,secondary,0,"$2,679.00",1,1,Null,1,-1,0,Null,0,30-50
32,blue-collar,single,secondary,0,$3.00,1,0,Null,3,-1,0,Null,0,30-50
55,technician,married,unknown,0,"$4,746.00",1,0,Null,3,-1,0,Null,0,Above 50
41,technician,single,secondary,0,$30.00,0,0,Null,1,-1,0,Null,0,30-50
39,unemployed,married,secondary,0,-$455.00,1,0,Null,2,-1,0,Null,0,30-50
30,technician,married,secondary,0,$0.00,1,0,Null,2,-1,0,Null,0,30-50
31,blue-collar,single,secondary,0,-$78.00,1,1,Null,2,-1,0,Null,0,30-50
30,management,married,tertiary,0,$302.00,1,1,Null,1,-1,0,Null,0,30-50
44,admin.,married,unknown,0,-$299.00,1,0,Null,1,-1,0,Null,0,30-50
31,unemployed,single,tertiary,0,"$1,611.00",1,0,Null,2,-1,0,Null,0,30-50
34,management,married,tertiary,0,$498.00,1,0,Null,2,-1,0,Null,0,30-50
32,admin.,married,secondary,0,$0.00,0,0,Null,3,-1,0,Null,0,30-50
26,unemployed,married,tertiary,0,$454.00,1,1,Null,18,-1,0,Null,0,Under 30
39,self-employed,divorced,secondary,0,$0.00,1,0,Null,2,-1,0,Null,0,30-50
35,admin.,divorced,secondary,0,$30.00,0,0,Null,1,-1,0,Null,0,30-50
35,services,single,secondary,0,$511.00,1,1,Null,1,-1,0,Null,0,30-50
32,admin.,single,secondary,0,$127.00,1,0,Null,2,-1,0,Null,0,30-50
